years,model_0,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12,model_13,model_14,model_15
2173,-0.000820732,2.092995828,0.442829597,0.712533548,0.998601298,-0.887446886,1.225594167,0.555659534,0.987599739,-1.277919584,-1.931403941,0.254484908,0.881402904,2.797090549,-0.722417842,-0.099522343
2174,-0.362377876,2.088197776,2.319238904,-0.904767969,1.54430676,-0.300301216,-0.62164266,0.277640249,0.929894633,-0.414640461,-0.98353637,0.12664002,0.513019957,1.812489359,2.719748615,0.551979281
2175,-0.208038722,3.056803506,1.506871009,-0.991205756,2.08678935,0.843237681,-1.24237903,-0.746422826,0.26525568,-1.339774296,-2.877099435,1.214415796,-1.06217699,2.21253714,0.97442337,0.292426259
2176,-1.259445523,2.752843901,0.568397482,-2.307253555,-1.242841415,1.197715056,0.501678644,0.273327031,0.584870989,1.10434208,-0.285025972,1.935630474,0.532145623,2.594386109,0.00506042,0.101502697
2177,1.281642211,0.9593428,1.129918217,1.167755858,1.19786204,0.509955561,0.129215917,-0.636462435,0.994738065,-0.990775044,-0.643390024,0.682569668,2.052135065,2.230599258,1.838682445,0.577962623
2178,1.191735211,2.405652236,2.306408375,-1.377175797,-1.054348942,-0.842004664,-0.343692685,1.236897557,1.404943867,-1.402890018,-0.925314418,-0.692835602,-1.022399564,2.305449865,2.688312924,-2.182389764
2179,1.968875723,2.297187123,0.856720221,0.463388567,1.334950081,0.145798864,0.02057517,1.596964185,3.285073839,-0.065796332,1.801223502,0.762678767,-0.100994375,3.101303604,-0.300885477,-0.859548394
2180,-0.848417466,2.446980397,-2.016048888,0.713955227,0.34126773,-0.723498008,-1.1657806,0.485444328,-1.366401779,-0.599663862,-1.527029723,-1.523471508,1.254174551,1.715955389,1.247102449,-0.73433716
2181,-1.671369951,2.541249706,2.002082731,-0.164887252,0.546236041,0.396181359,0.51969708,0.398633794,-1.308096547,-0.072750158,-3.594929367,0.587741562,0.828451667,3.191459705,-0.167377945,-2.336869453
2182,-0.115592579,2.950057941,2.101759251,0.339839249,-0.508251245,-0.587432362,1.14926419,0.445634352,-1.787093048,-3.03311095,-1.323693259,-0.961381498,1.901704076,2.993755393,0.355290146,-1.269363653
2183,1.050078151,1.616127248,1.110044292,-0.442653419,0.087252535,-1.310042112,-0.557482184,-0.567754376,-1.035933387,0.126002438,-0.188396686,0.210675934,1.182741979,1.420848346,1.039868012,-1.310758446
2184,-1.1002568,2.577492734,1.023538337,0.392462524,0.470627326,0.694691533,-0.059840588,-1.146728561,1.095487739,-0.959694602,-1.124327346,0.882698248,-1.536116559,2.669117609,0.843422218,-0.035663756
2185,0.230333492,2.004963448,1.435256932,1.50261625,1.656063497,0.064304944,-0.888920536,0.402745816,-2.059085022,-0.871922622,-2.123482285,0.367335733,2.327948217,3.120654195,0.534551289,-1.639790497
2186,0.671887638,3.771797627,2.705711652,1.747842242,0.826438829,-1.173844539,1.038833369,0.403425486,-0.10176868,0.725756444,-0.431705641,0.930974208,-0.016088271,0.433948394,2.959123577,-0.180652403
2187,-0.49709298,0.689890106,-0.018309612,1.410689743,1.674263117,-0.559535866,-1.098349762,1.361835161,-0.801015968,-1.902733335,-0.148171583,1.955783696,1.926299185,2.646336507,-0.422115714,0.781618506
2188,-0.387008871,0.320023186,-0.363098621,-0.445605486,2.00251107,0.152513357,0.444948538,-1.186818556,-0.383611818,-0.26948502,-0.739060855,-0.570848993,2.028996877,0.845845092,0.818451729,1.106582073
2189,-0.945598256,1.777596678,1.872682626,-0.155173839,2.184064696,-0.098826677,-2.274719614,2.159363597,-0.36808545,-1.424895065,0.497354936,0.564255643,1.876067966,1.804229674,2.904788807,-0.772813817
2190,0.409518115,3.043130522,0.698037067,-0.002826822,1.902930334,0.536514211,-1.706722215,-0.093531461,-0.584604805,-0.703922108,0.285150267,0.90039423,-0.64978996,1.482158037,1.795846205,-0.886619568
2191,1.920345521,2.029180198,0.163908293,0.015739836,-0.432386338,-0.711171452,-1.96386085,0.296038265,1.399180281,-1.184290584,0.36349916,0.933172343,-0.249199033,2.573328046,-0.700912503,-0.698902923
2192,1.064677055,2.593666065,2.693526867,0.418612338,0.322925464,-3.142924941,-0.655948539,-0.361231089,-2.457308048,-2.72900673,1.605790468,1.697784178,0.934447482,2.766689672,-0.214325249,-0.614774937
2193,-0.314004308,0.545480405,0.434711977,-0.798178464,1.028971458,-0.208029747,-1.903849587,0.702679403,0.06322518,-2.476774569,-1.538573019,2.582326295,1.11497715,1.084373906,0.288738913,-0.803622083
2194,-1.176061075,1.859860491,-0.122911225,1.145717529,2.019642941,0.964343109,0.375076004,0.921582838,-0.305709304,-2.726202098,-1.92661665,2.434158298,-0.396835421,3.333489257,1.917061022,-0.878109748
2195,-0.159374724,1.752403771,1.3101769,0.382195248,1.440278393,1.92149771,-0.792474678,-0.116003332,0.42057455,-1.419221828,-1.457312564,-0.389954665,0.433461422,2.17654776,-0.272631886,-0.471136183
2196,-1.251408738,0.632205934,3.671212371,0.211427377,0.391727604,0.032361317,0.264965375,1.026383237,1.166716753,-2.999594479,-1.24422753,0.032390215,1.253820887,2.70230573,-0.413240007,0.315534006
2197,-1.289549711,2.886595147,0.508256349,-0.782119903,-2.438950052,0.89111364,-1.199281914,0.999390502,1.315593247,-1.450417071,-0.747720125,2.046655131,-0.004724349,0.137451908,1.102687918,0.140439373
2198,0.914500788,0.451366455,0.517987062,1.48015467,1.746670383,0.542985114,-1.453456947,-0.571445121,1.332701591,-1.389843805,-0.494236216,0.634015906,1.342492088,2.575950544,-1.083249241,-2.022583055
2199,1.211492005,2.246842679,0.457302512,-0.807264715,1.542040097,0.255938758,-0.466648426,-1.191920759,0.709008819,-0.786628487,-2.331948057,0.278283753,2.054246114,2.551100056,-1.06450008,-0.87858804
2200,-1.181218474,1.55700259,0.572146373,-1.181484109,1.894023521,-0.056123715,0.326528707,0.788069691,0.297889905,-1.237585947,-0.059993084,1.678744252,-0.263534205,2.31544965,0.216852739,-0.229104349
2201,0.40908416,3.668826205,1.860060107,0.733039275,1.191822868,1.009887529,0.805067429,-1.053709047,0.959588042,-1.665855072,-0.936793531,0.278552451,0.906285724,2.686438315,1.85466599,-0.181438439
2202,-0.310107605,2.530589275,1.822260378,1.415102852,0.897571827,-0.173912451,0.56533918,1.318572706,-0.458993369,-1.940346708,0.477266323,-1.09212552,0.346299616,1.959033748,0.297278655,0.562771564
2203,1.488884041,0.263483625,0.979567425,0.096630769,1.856022408,-1.620249417,0.50087557,-0.513225201,2.36073855,0.705806466,-0.393216277,-0.299001712,0.061183558,1.265618907,2.571950814,-0.273563185
2204,1.139943756,1.963158408,0.923086125,0.562613159,0.400285321,-0.679414999,-0.14339786,0.779091809,0.575115204,-0.843109811,-1.309099805,1.500495388,1.020411624,2.694019488,-0.207672157,1.845946341
2205,0.422308367,3.057603815,2.926437981,-0.667963985,-0.101116619,1.384868414,0.159609436,0.779967211,1.666855022,-1.60976642,-1.516989955,1.729468033,3.171024538,2.122626859,1.740719387,2.106348763
2206,-1.186225341,1.941700317,0.329911079,-0.934212811,2.156713084,0.810175379,0.346772158,0.654511375,-0.2919758,-0.86432544,0.065495936,0.285137773,0.940987246,1.490880547,-0.26057944,-1.224186177
2207,0.808922744,0.594648619,0.219188798,0.184746868,0.200171414,1.86730645,1.75441506,0.502222154,-0.58790065,-1.031031901,0.299861083,0.152856216,-0.878980137,2.429921137,0.192699892,-0.735847583
2208,-0.105553129,1.864547851,2.00055781,-1.951684958,1.271306495,0.51890487,2.175185086,2.166833414,0.071328141,-0.694658925,-0.483378815,1.185904799,-1.039619825,3.233667299,2.735152674,-1.737746344
2209,0.262814287,1.830937189,1.575720808,-0.006338159,-0.701552701,-0.497153535,-0.515582716,-0.445057033,1.207514169,0.361697795,-1.94545565,0.695525348,-0.043590675,3.381030692,0.873504781,-0.01977406
2210,0.078528847,3.404289376,0.350620073,0.653817778,0.89165555,-0.718315592,-0.418191052,0.142392685,-0.837015489,-2.068442048,-0.538527151,-1.138786552,0.991977724,2.951584649,0.434855095,0.112568021
2211,0.767978018,0.573019521,-0.935340861,-0.543009749,-0.701897362,-0.828972967,-0.895221608,0.398227141,2.477582104,-2.378919336,-0.45183529,-0.272479951,1.919658862,2.452443505,0.631800506,-0.545055142
2212,1.3915684,-0.113983271,1.378514555,-0.507634785,1.741218514,0.91932752,0.360710318,1.679427221,1.612947404,-2.377208333,-0.819368203,1.994041709,-0.982743946,2.354488562,-1.537007139,-1.101364479
2213,-0.425880981,1.956641915,3.285240067,0.885432171,1.268127079,0.338918948,-0.923080088,0.029389803,1.0464272,0.333227087,-0.845564191,1.58007417,0.326510951,2.033541667,-0.015692452,-1.016771292
2214,-0.769597461,2.71658635,0.893719053,-1.180571097,0.812400814,-0.003932036,-0.045256838,-1.385659954,-0.37712093,-0.378463288,-2.763904221,1.501656951,0.303053902,2.073783291,0.472838797,-0.640720015
2215,0.308342448,1.220043435,-0.20149867,0.966034873,-0.620970685,-0.705681531,1.044661958,-0.991244701,0.030846724,-0.285200072,-0.279311944,1.20872822,1.196658539,1.569833459,-0.077726149,-0.048263394
2216,1.069050212,1.635237578,-0.850119107,-0.370220474,1.303930096,-0.463711897,1.141850605,1.30602805,1.107483805,0.212727634,-1.216137973,-0.021429439,0.279971584,1.392676077,0.049172675,-2.065623911
2217,0.50247433,2.776916099,1.751775158,-0.22387901,1.228926992,0.909504722,-0.923310488,0.136095596,1.171384678,-1.423486769,-3.082094201,0.508221314,-0.811692171,1.289029814,2.191224639,0.26618131
2218,-0.714584398,2.329273606,3.568976349,-0.701257781,2.42732706,0.520310881,-1.253012549,0.084003246,-0.274747827,-0.592874541,-0.428538976,1.136804637,0.974591171,1.58250395,-0.84092359,-0.033627754
2219,0.235636995,2.284134418,1.417758202,0.439864127,0.148410285,-0.720642721,-1.896093942,1.165099175,-0.183456726,-0.138331386,-0.857854221,1.935350244,2.997849688,1.969702417,2.951476701,-1.237625146
2220,0.225859886,1.082782129,-1.116121951,-0.007638525,0.121799968,-0.289901725,-0.990437574,0.602679848,0.096659262,-0.754061704,-0.710645046,-0.51818695,0.67997544,1.885890363,0.67841944,-0.371949618
2221,1.001768863,0.912787482,0.314621033,1.005310072,-0.249935904,-1.705334365,-2.031149285,1.589447822,-0.397653908,-0.748523125,-1.25561221,0.821067908,1.032022368,3.371065699,-0.721111198,1.961115446
2222,0.92342767,2.324454413,0.981999173,0.956247553,0.292430919,-2.150450364,0.964415302,2.038827053,-0.083133043,-0.839628711,-0.60333718,0.853849979,1.575637521,2.9067589,1.209190494,0.148642615
2223,0.624821825,1.39250939,1.86621695,0.775234126,0.766157004,-0.488838507,-1.714248762,0.722700045,-0.800764577,-0.574243372,-1.658947434,2.514898617,0.159947273,3.776310339,0.773315155,-1.814093725
2224,0.449290517,2.260486485,0.987254691,0.060059637,1.342103798,-0.714772293,0.632645495,-0.002005476,1.454043706,1.482122833,-0.793405051,1.24071837,-0.835392578,2.605065111,1.642315021,-0.878348888
2225,0.481597787,1.938325974,0.095746725,0.014014293,1.537043993,-0.670589753,1.699417834,0.400141175,1.690964828,-0.983064864,-0.665929611,0.809815679,1.538565074,1.011034944,1.522226299,0.188236682
2226,-0.069022625,1.959819629,0.888436383,-0.463188176,1.335174252,0.1805173,-0.429222696,0.753900172,0.500523916,-0.577393314,-2.023886218,1.153386032,0.24832434,0.858476649,-0.541337673,-1.721003279
2227,0.894865622,3.241683693,2.9414082,-0.258296268,1.402407491,-0.812101363,1.17252815,1.5802789,-0.386232113,0.355238885,-0.165672489,0.163943245,0.863864172,2.277936708,0.143993133,-1.675944275
2228,1.629794787,2.367598444,0.200306187,-0.000892687,-0.834792183,2.085388268,-0.182285158,0.768204285,0.891222754,0.418235285,0.131199711,0.993385947,-1.802738162,2.406077483,0.239346679,-0.14067376
2229,-2.114737477,2.202287428,0.882888034,-0.329536226,-0.155046711,1.433000643,0.594083802,0.555574202,-1.173646236,-0.538323714,0.499966352,0.458632543,1.922213558,2.476598187,-0.191902317,0.717389956
2230,-1.735045687,1.794121447,0.575734872,0.979849376,1.103181542,0.321619886,1.39740137,0.943950387,0.174066634,2.562146587,-0.045797472,-0.482876912,1.329122092,2.687490684,-1.448312986,0.463563821
2231,-1.178832025,1.853233585,3.580664231,-2.175922654,1.117545243,0.391815521,-0.445607981,-0.594613336,0.360178476,-0.168952584,-1.88516787,-0.878633828,0.385376894,1.360659615,2.565079243,-0.796072159
2232,0.450577108,1.73462289,0.105713669,0.570453161,1.220819783,0.616598894,-0.598752492,0.613016445,-2.065049313,-0.609594083,-2.291971969,-3.221492094,1.690921196,2.024377115,0.976919238,1.153320996
2233,1.138906924,1.932559803,0.07102628,-1.097285951,0.935701,1.269411403,-0.825132023,-0.271572438,1.014047719,0.875400204,-1.013911646,0.689256863,0.14207098,2.202130348,-1.303702356,0.914084434
2234,-0.636212972,1.860948606,-0.385022333,-0.540881137,1.124510378,0.439257244,-0.10163675,0.136854462,-2.935561257,-1.046739385,-0.207925245,0.360584068,1.390957602,1.691256586,-0.155826986,1.657972858
2235,-0.234096197,1.941464826,1.9365667,0.359735398,1.693437664,-3.430376263,-0.408552221,1.339659197,-0.399793801,-0.94116731,-2.0199901,-0.297973523,0.881338428,2.326785623,3.216689084,-0.103416695
2236,0.283418221,2.06236257,1.222082471,-0.123035934,0.515659678,-1.396284711,-0.68528393,0.304957394,0.713774265,-1.867056952,-0.230918371,2.26335435,-0.398541156,1.868431971,-0.604463551,-1.192109789
2237,-1.246435928,1.841685021,-0.885243228,0.127468508,1.062202197,-1.377006996,-1.147676196,2.02731611,0.418625943,-1.011022003,-1.173174505,0.857141971,-0.126332962,1.892604013,0.15775641,-0.454628267
2238,-0.881950509,2.4118924,0.683362489,-0.37079574,-1.118113136,-1.74422212,-1.522687138,0.599990048,-1.298365002,-1.600242903,-1.307920962,1.515983889,1.319956989,0.731230795,-1.069006834,0.745459313
2239,-0.58915701,2.62275076,3.056877218,-0.906338595,0.751157029,-0.311884501,-1.840482981,0.751127835,0.404896083,-0.74983578,-1.09177788,0.105489078,-0.155700395,2.146541433,3.392996173,0.103558064
2240,0.179104816,1.651389076,0.970908245,0.254898856,2.543125078,0.198267681,0.78324545,1.472153075,0.321981463,-1.499780684,-0.010465135,1.141938734,1.073626735,2.461472219,1.039378113,-0.652186159
2241,-1.090781388,2.265608143,-0.356426922,0.507675061,1.191279355,0.587878389,0.575456831,1.095812327,1.76200709,0.59286709,-1.290271111,-0.214816375,2.328878266,1.656338826,0.9519711,0.626798948
2242,-0.301427313,1.323637815,0.448677509,-0.073786104,2.037853546,-1.585698856,1.593451465,-0.586675409,0.193315967,0.352217288,-1.462757949,1.616559202,1.136902415,1.055259878,0.458443796,0.34289353
2243,-1.694490033,2.625002608,1.842008896,0.336386316,1.770017854,-1.627796208,0.024104352,0.64149843,0.039616261,0.103848672,0.087695177,1.350789362,-1.492750596,2.490983487,1.124942187,-1.000135561
2244,0.524002078,1.999642528,2.06387692,-1.192255133,1.028276063,-0.608100754,0.371221514,-1.202351701,0.07614507,-0.420442551,-2.461652369,1.516466875,0.333129231,2.684717322,1.382868749,-1.619202767
2245,-0.110345159,1.956871026,1.189208529,-0.217030693,1.459422759,-1.636657435,2.157048521,0.197769466,-0.902568709,-0.417732783,-0.839671879,0.815002621,1.073755048,1.939031443,1.941689746,0.597321105
2246,1.34263449,0.51836979,0.326841122,0.546364489,0.844500664,-0.658478828,1.061313628,-0.43722703,-0.376744486,-0.76341271,0.191550844,0.333949985,-0.569330851,0.60329157,0.222646315,1.399814477
2247,-0.482980454,2.21678454,2.836740126,1.160284353,0.630976056,0.50667092,-0.470953251,0.415079843,0.718330778,-0.055876269,-1.336776456,-0.001119968,0.254637584,0.148806017,0.644114847,0.529224534
2248,1.065387453,2.70496066,-0.685658285,-0.652238393,1.681704786,-0.744597111,1.836361347,0.180984671,-0.902194749,0.32073798,-1.315730201,0.840862712,-0.882671799,1.971326594,0.39142372,-2.80341094
2249,-0.549321729,2.215050087,-0.801424976,-0.133715111,2.56639267,-0.272176463,2.206221649,-0.435698822,0.483452803,-0.569274657,-0.45986611,-0.520507341,-1.422654835,1.935931263,1.708000506,-0.773859537
2250,0.791060777,1.775297966,0.923904621,0.050409076,1.444005987,0.973797594,1.365225036,0.27568464,-1.118008331,-1.038395159,-0.755376372,0.734761253,0.133653456,0.211209879,2.069571117,-0.82736373
2251,-1.412935375,1.910929525,3.413151513,0.312544485,0.932386415,-0.738435203,0.142854362,0.24148355,2.593523219,-0.002854595,-3.31132342,0.796709432,1.939086351,1.528478758,1.964374059,0.413649635
2252,0.797810142,1.307601945,1.612842153,0.096618368,1.490742247,-0.794570518,-0.384980372,1.344407224,1.422690571,-1.333859338,-2.442353254,1.498716083,-0.314082587,3.058386399,-1.689992368,0.876669418
2253,0.832353407,1.338812299,0.310195931,0.919102175,0.553935509,0.244061738,-2.452302299,-0.140882215,0.750728517,-0.446137028,-3.739396372,1.128928411,0.681940948,1.919389911,-0.462910313,0.494305046
2254,0.497243696,2.055100109,0.065302503,1.657565616,2.046800623,0.08445918,-0.883468368,0.186007978,-1.50867409,-2.601056395,-1.922182558,0.354781997,-0.009197209,2.133853809,1.824241578,0.827402309
2255,0.669166222,0.276541567,1.183831264,-2.779709968,0.854801416,-0.334256291,-0.336680819,-0.376865308,-2.041181582,-2.208202343,-0.337749547,1.806271582,0.77155889,2.718021598,2.872398707,-1.211362819
2256,0.763413003,2.171450481,1.808980316,0.054990199,0.842668272,1.147652276,0.232447056,0.043378946,-3.486819814,-0.815578326,-0.956825269,-0.495313399,0.227389396,2.034688328,-0.493357618,-0.825615603
2257,1.365482544,2.875397547,1.338561301,-0.541234634,1.005312667,0.076217427,-0.386190825,1.792148114,-2.285527114,-0.035144462,-0.725015907,2.64851082,1.64227186,1.037718519,-1.515150424,0.199232907
2258,1.252435026,1.284197627,0.386826315,0.799937261,2.51571564,-0.787833713,1.929078753,0.950712763,1.041129713,-1.521339452,0.686122616,0.081827791,0.731187741,1.409276524,0.038430281,0.11248843
2259,0.12120828,3.318834164,0.697630416,0.567289073,0.892010776,-0.282007882,-0.641395763,1.48903973,-1.201485371,1.574322784,0.388534796,0.864771058,-1.868998079,1.490231713,1.567605816,0.228596159
2260,-0.020397076,2.405795791,1.72672261,1.242194171,1.184230104,-0.143007374,-1.535547369,-1.133758987,-0.520195511,-0.273979433,-1.091627403,-0.196994949,0.158058745,0.555735283,1.892610205,-1.74413408
2261,-0.9273358,1.404563726,1.816901447,1.701624238,1.950995592,1.091134453,0.755871591,1.941685154,0.075824456,-1.265295739,0.517446953,2.073432388,1.239862533,2.244173612,0.92378202,-0.448437659
2262,1.114921126,1.36758123,0.306046385,0.353004146,2.309418259,0.339457923,0.817170887,-0.009795162,-0.287012796,-0.076862883,-0.381513712,0.427488577,0.917902767,1.047854953,-1.285939734,0.757361784
2263,-0.802444279,2.408296847,2.319546816,-0.106406517,0.221151595,-0.35841235,1.175357761,0.474089806,2.198667383,-0.365574687,-0.407857634,1.468596549,1.077572928,1.686580975,-1.517672784,0.096863095
2264,-0.714083216,0.825606633,1.132383854,-0.687792763,2.726076512,0.418246609,-0.771416155,1.099082421,-2.063153193,-0.009453729,0.101276636,0.86085786,1.076896992,1.80958738,0.914511063,-1.258598608
2265,1.806815038,1.051595188,-0.648340624,-0.318682573,0.836954033,-0.418833902,1.203302375,0.584321682,0.260198912,-1.796840925,-0.339556439,1.194246189,0.828743112,2.799120979,0.411463003,-2.696970779
2266,0.977052263,1.480809281,0.821360069,0.445736499,1.445635646,1.416448837,0.719849081,1.093204991,0.107196554,-1.798701067,-0.402326391,1.396500071,-1.164323972,2.483467316,2.208705225,-0.994531538
2267,-0.750516394,3.932184198,0.140638634,-2.106914185,1.51076156,-0.2520865,-0.31316534,1.981499509,-4.065204976,0.226752257,-0.479025426,-0.409422686,-1.464350286,2.431857684,0.511158594,-0.325567657
2268,0.193238039,3.432771767,0.811990115,-1.936379827,-0.684866114,0.288341899,-0.955052588,2.139267587,0.872182769,-0.757115297,-2.64009122,-0.636435951,-0.967445914,2.841824896,-0.278201888,1.227543556
2269,-0.082078149,2.075969463,2.121140546,-0.472594206,2.047772052,0.379713152,0.15435924,0.730957621,-1.226799341,-1.217323114,-1.076541838,2.310084023,-0.299318896,2.812791793,1.242078612,2.445769022
2270,0.067185759,2.650183096,1.100311556,1.180426342,-0.29752081,-0.955549478,-1.965425501,2.219557703,1.6053554,-1.918038277,-1.185354827,0.22023742,2.640492332,2.244993754,-1.326930254,0.528663351
2271,0.094027759,2.338840958,1.196005846,-0.595556783,0.552326,-0.741119183,-0.166073111,2.106039905,1.658300701,-0.442019871,-1.539290713,0.434525124,-0.006189194,1.875815836,0.096593537,-1.217772801
2272,0.254335796,2.809250588,0.299393139,0.445995554,0.338341007,-0.260634921,2.213025619,0.436408626,0.133691215,-0.356900328,-0.831857236,-0.960644274,1.85765637,2.650134235,0.78835333,-1.617693413
2273,-0.349718005,-0.030401536,1.430127242,0.764233498,0.794747188,0.71776583,0.385128922,-0.323223902,1.269594469,0.717671885,-0.790535473,0.257693464,1.304047828,2.450325212,-0.596567399,-0.207682761
2274,1.24625918,2.527547032,1.333845119,0.064077265,1.300247014,0.054785434,-1.372487393,0.281133578,0.205817349,-1.22981997,-0.613867069,1.336206107,-0.439857239,2.785194915,1.173618088,-3.131474404
