years,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16
1974,1418.652354,754.7767141,1060.129246,590.4002754,1681.938799,1174.364778,881.6542304,869.4625701,1109.403266,1301.75201,473.1875187,1961.24503,1442.023383,1605.229508,887.2547007,807.6545283
1975,947.2417205,684.7458531,1320.120113,684.5051899,1726.148419,1185.242707,747.2073234,695.0666107,1008.002807,1266.351068,523.7615536,2017.021679,1107.329201,1412.349033,991.7410847,562.6478641
1976,1358.929851,708.0684121,1200.561569,804.068572,2009.472518,1358.766028,925.2139748,622.9304006,1319.69456,1208.009014,498.1852982,1769.805202,1664.528175,1571.230377,1457.098722,606.5454257
1977,1150.152329,685.1384681,1395.205342,708.6106046,1316.042724,1243.302415,1014.44293,736.8365909,1166.279028,1353.754801,504.801171,2046.874424,1535.594217,1447.295374,1293.502231,713.9537368
1978,1053.676972,960.5836078,1291.517929,732.1818623,1140.419464,1089.814075,991.5523014,696.5573232,1280.263834,1180.669745,362.6911556,1786.727742,1486.057849,1209.407741,823.2698572,692.2739893
1979,1201.462951,630.7627265,1345.207428,686.9926604,1565.222531,1286.018495,1188.327533,1000.074544,1132.451396,1498.434829,631.890477,1820.516492,1525.688308,1150.451707,950.4324766,1035.544508
1980,1372.241673,784.8191791,1287.455913,852.3403922,1607.525181,1513.762269,1208.269198,522.3988012,1093.751393,1435.199352,298.0011259,1831.052152,1730.135243,1151.425043,741.6310734,742.8234135
1981,1443.638496,786.0016168,1241.297065,871.7630424,1567.987529,1145.924511,1074.339431,721.6827397,1200.877148,1550.233567,416.9582103,1779.523772,1612.89162,1132.02169,1083.645836,814.7001024
1982,1621.961256,817.2315819,1248.165472,899.6207033,1873.840611,1468.00451,955.1086934,934.2244994,1099.775775,1298.594382,499.900689,1689.144021,1577.006844,1521.295397,1207.513478,859.9041126
1983,1518.306961,855.872646,1306.788807,758.7359496,1364.154005,1404.56282,935.590024,768.4618509,1467.812839,1455.565598,484.5250446,1632.381201,1647.308777,1123.813639,1232.451629,871.5171827
1984,1600.831696,880.811631,1101.06998,859.6832853,1820.538964,1268.328182,699.1217735,858.7329819,1169.531023,1472.237446,369.1665687,2135.074542,1648.17014,1396.77719,1053.300293,1243.385277
1985,1588.038625,722.0246182,1311.191791,726.5545719,1259.373278,1220.244829,853.9598238,750.2493295,1148.289352,1147.70844,193.3491425,1620.204191,1636.001457,1080.619238,1448.333589,789.3877936
1986,901.1365477,850.0040445,1052.403574,592.161472,2025.727442,1208.84416,909.1133801,469.5508958,1081.494361,954.9013686,550.581187,2223.933669,1343.759249,937.9274848,1109.775972,799.607295
1987,1283.123399,869.6456306,1312.942461,723.1374485,1854.956004,1174.629019,1053.371204,687.7934357,1049.92705,1456.328456,566.6870442,2050.099512,1597.287256,919.9286798,937.410237,869.3942112
1988,1014.881783,899.1783237,1463.319713,581.4666755,1442.336579,1251.905566,788.4091708,428.0226003,1123.51495,1095.551461,299.3382167,1938.224904,1543.214822,1215.080624,1020.723539,764.4289917
1989,1257.317055,680.5566383,1368.87904,817.9746252,1335.042204,1131.77247,916.6925135,662.4664962,1158.633213,1472.778342,453.4420946,1821.752816,1484.881833,1582.856263,938.9985083,922.5562459
1990,1232.431267,732.4016912,1178.453245,909.3728728,1305.407763,1421.915753,690.4576955,686.8221362,1057.359842,964.1609216,374.6753498,2280.087234,1476.665923,1660.584473,760.0973076,1079.376294
1991,1390.270487,817.1994514,1018.444546,878.5890829,1587.769619,1221.248826,994.9684947,605.5170762,1137.167351,1265.213938,417.7194251,1809.881857,1465.67998,1040.465573,616.3333319,1239.91525
1992,1360.462237,664.847919,1228.495874,614.4625387,1814.127511,1011.230566,930.7329191,777.8582354,868.2229391,1045.048262,333.3088094,2056.956794,1375.448406,1689.266408,1134.5987,687.3442195
1993,1484.363292,913.1685763,1479.730854,770.6625556,1309.373855,1479.920994,1125.562294,742.3622766,1120.261898,1226.577204,410.9759015,1971.087984,1438.148425,1227.002056,787.0328738,723.4354123
1994,1125.863183,780.2606647,1191.130646,863.8628335,1671.305993,1450.323014,1021.126812,1194.563016,1076.07783,1159.886429,434.8644492,1703.61071,1477.956057,1024.594644,1120.908748,741.2810678
1995,1221.020777,806.1480882,1489.908223,860.9926393,2167.824253,1242.055518,878.7872566,641.5218957,1234.861016,1294.434708,355.2000473,1995.020599,1427.691706,1015.35738,933.7537064,662.0009745
1996,1124.46248,941.973604,1636.324507,594.2547834,1477.436078,1002.740214,1082.880875,439.9977268,1133.755391,1188.216778,573.1708863,1948.071418,1421.537259,1309.279404,666.1765649,932.6809435
1997,1285.684556,918.7276223,1361.035472,962.523767,2180.661053,1459.239355,1080.076019,826.7895648,1193.369937,1357.562858,467.4479872,1785.856759,1496.182857,1115.913835,730.2807194,831.2605821
1998,1103.843677,900.5099115,1521.528093,833.1584137,1940.39926,1362.479869,1029.800535,528.2453449,1041.904527,1331.701421,367.5558174,1663.456406,1601.047922,1452.969863,1094.382363,807.1395317
1999,1508.931919,824.3441895,1126.373121,763.5504336,1789.687367,1338.472688,787.9090056,431.6189087,933.8664008,1153.788208,350.7799114,1805.936124,1438.86531,1414.49577,1039.082986,872.085652
2000,1078.24519,521.7054449,1526.62077,814.2147261,1629.771002,1228.774737,994.2103285,566.1374473,1180.500961,1279.242098,275.1855012,1928.671861,1449.795232,1140.672018,942.0456382,841.9350146
2001,967.1806628,749.1795074,1367.357647,838.4556766,1432.228059,1004.566751,942.719663,662.9835621,1123.367982,1805.357578,379.348527,1815.69385,1490.261055,958.1889565,1128.483524,971.5795072
2002,1207.779758,756.7202595,1230.12286,813.2926527,1658.972954,1488.73442,1058.388962,978.145953,1291.896896,1055.21171,441.9327167,2148.72912,1362.570301,1222.439679,1137.167781,829.707001
2003,1146.357735,793.8814196,1235.081111,806.7607256,1817.253651,1524.130042,837.3158402,894.2237022,1224.586409,893.1102381,258.4475896,1720.265467,1585.285143,1059.413895,858.499943,876.753107
2004,1629.453603,775.5710404,1358.606229,682.1228795,1826.460275,1321.289745,745.7236804,719.4575573,1019.628521,1315.210532,474.2742627,1989.305664,1437.47105,1141.846427,647.9808114,984.8632816
2005,1162.807871,670.2788817,1362.686327,779.653011,1609.634255,1110.148876,978.0055783,705.5041398,997.479639,1492.145342,350.8576436,1990.793983,1270.801406,1211.795457,1312.919334,883.2340177
2006,994.8752978,849.9001853,1450.392111,601.6981676,1672.607986,1328.741267,601.7340488,1006.850173,1329.334154,1794.453975,577.9712275,1819.367566,1582.122681,1111.761109,1133.511149,669.6657539
2007,1202.621075,684.7747124,1319.488045,657.050438,1613.784036,1229.737113,1165.035522,522.9024038,1181.653388,1296.525612,277.68598,1936.528691,1582.983123,1046.694142,767.9284018,1035.42056
2008,1538.149642,694.552782,1061.586841,673.5949289,1703.021464,1089.89256,1002.033947,502.6238026,1122.640986,1061.549739,233.8064063,2023.589412,1654.004457,1235.000627,830.5989524,926.8917059
2009,1422.603905,767.7074753,1128.753107,649.2062969,1885.94995,1101.662148,713.7752332,793.0503946,1235.168978,1263.710055,465.5512622,1670.982537,1597.174108,1413.499787,1249.82072,959.976811
2010,1033.991116,863.9540513,1188.269958,905.644783,1421.460041,1314.699269,914.6594368,947.1309057,1025.477684,1161.515917,277.3184711,2196.8523,1548.286598,1166.108167,1121.960474,999.9627559
2011,950.9270191,821.6034582,1194.801582,538.8438312,1527.911013,1382.05985,883.6891519,731.7768699,1267.462754,1335.30213,259.9750897,1789.782704,1712.457268,901.355013,1201.332735,927.7938419
2012,1182.819527,764.1126434,1421.903349,801.0910059,1473.558971,1227.180677,884.0278548,742.761881,1062.944356,1276.318538,253.9871105,1918.149413,1649.44779,1084.004628,1334.858951,649.7662127
2013,915.1073217,982.3606347,1268.742586,1026.378699,1523.586616,1257.614105,1174.010303,632.5346648,1381.61476,1379.158945,388.831841,1826.580748,1529.515594,1304.509949,1127.40576,957.6525585
2014,1435.986399,809.3969371,1288.511269,626.1037967,1745.302077,1202.24808,1166.066871,765.0492511,1186.975362,1228.526641,283.3680186,2075.348798,1283.022231,1109.628849,1093.835983,1016.914752
2015,1318.383149,837.6857452,1229.527489,904.0072489,2060.480794,1110.702622,1091.799732,715.1469938,1192.287185,1184.274885,291.8729509,2002.934941,1479.754361,931.5441541,876.6203974,773.8658962
2016,1727.242575,721.3954112,1366.692835,778.1871428,1469.08012,1522.217929,713.5623345,483.7848871,1108.575797,1048.818296,259.7578937,1923.061421,1346.877343,972.5300634,657.3651867,824.9203001
2017,1284.908986,854.7338269,1114.459779,859.0459349,1946.194933,1122.968216,891.2562189,831.1172216,1184.342725,1234.784106,310.2882677,1965.62399,1746.131703,838.720194,1007.373614,882.2378018
2018,1663.263504,589.8230051,1542.91041,825.5215374,1985.334731,1221.513228,1155.731062,661.8873882,1164.870932,1001.205892,363.2499651,1829.979538,1319.393782,931.1213769,840.6415627,921.6545228
2019,1224.161973,688.0407969,1519.85737,735.3170868,1288.778374,1552.70785,1035.958735,695.8022486,1094.241046,1400.074958,474.6317999,2339.602809,1383.275778,1212.260213,854.332772,797.7637696
2020,1220.462874,730.1738442,1089.577698,851.4729892,2019.175687,1372.157645,725.0108612,685.0519547,1184.730277,1393.111379,174.431336,1840.292196,1465.160092,1039.086072,1248.752385,779.1425562
2021,1497.678417,954.7803533,1397.794336,674.2256293,1593.292083,1135.865139,832.6604893,820.1545476,1212.612238,1252.89688,334.2261628,1645.001359,1521.427942,1281.645297,802.3247483,1131.946411
2022,1480.619988,733.4576053,1471.219151,788.7239336,2855.941317,1127.25121,915.8610384,839.7540795,1151.91544,1150.43531,356.6274741,2095.868918,1648.179846,950.1687772,823.0245614,875.3047294
2023,1423.581522,893.5893651,1101.61877,737.9672366,1655.996308,1255.464756,1059.981234,749.8986674,1108.830518,1331.023898,261.8305197,1733.903116,1595.180104,1088.044038,863.8682097,594.4403929
2024,1232.023184,645.700734,1571.872623,871.9793326,1412.330638,1372.888808,912.1672541,834.0628031,1409.145913,1297.32543,406.1761098,1514.564095,1392.573272,1236.433552,1176.772601,1094.661097
2025,1199.205835,869.4825999,1499.933845,869.2185308,1687.401627,1222.065843,927.1118316,798.7995734,1171.079713,1055.172509,558.4363877,1639.636506,1418.424965,1265.921408,1392.113115,643.9504724
2026,1156.139193,647.9506037,1178.883423,738.3077085,2133.451865,1323.430218,988.2802302,634.5243664,1137.540191,930.6377671,308.6065189,1910.418081,1598.068299,958.877586,741.8071076,786.4752039
2027,1542.53371,767.2488047,1384.505952,824.2857989,2049.737028,1434.028175,1416.363952,800.020724,1041.862447,1413.233213,322.6082459,2127.274874,1562.610099,1074.69103,906.4535659,705.3887003
2028,1256.593563,941.6685963,1444.517996,759.3412435,1774.981413,1507.198177,893.1388055,839.0036542,1111.799618,1335.98828,490.2946915,1984.212244,1584.470288,1020.173693,963.5001658,664.9228444
2029,893.2353786,764.4169018,1029.427765,838.0242605,1804.781118,1124.698059,937.9569645,785.741758,1264.05772,1044.661808,297.3305122,2307.878847,1633.426737,1248.948118,1250.749495,1350.435256
2030,1413.482079,761.5686311,1293.968407,656.8578581,2034.840583,1404.517319,974.4442133,960.3785778,1274.694615,1237.196696,595.7968302,2082.351686,1651.073609,937.7265286,867.047858,1086.741124
2031,1587.483217,823.8459377,1519.93847,655.7706431,2016.46867,1214.451476,1011.485077,868.5612013,1241.749655,1109.315802,484.4703937,2190.644776,1435.714958,1047.318988,792.3230578,755.1980286
2032,1442.30591,771.9666063,1533.123818,873.2094384,1799.007404,1329.660179,1123.969073,784.0683456,1297.720298,1125.93827,427.9374558,1628.261512,1684.874347,1115.917044,802.0840536,792.6883673
2033,1228.771261,651.6960169,1148.214601,947.4616723,1181.920351,1255.740174,1123.428994,838.2817447,1083.629483,1194.486476,416.5237962,2140.567441,1552.760991,1337.686667,909.0805139,730.2166034
2034,1034.77175,974.2455431,1386.796268,621.7504252,1253.056909,1297.420918,936.0715443,917.7262315,1069.332503,1637.506541,353.1737641,2209.337822,1527.530527,793.9224961,652.1092446,804.8921871
2035,1341.493964,895.952763,1141.522501,848.6556464,2269.571876,1427.009095,878.5686771,1006.477646,1185.030422,1277.121432,222.0711351,2063.068003,1579.436354,906.7920502,1208.906511,675.7539136
2036,1567.111708,758.7135433,1369.195305,647.5830004,2212.717389,1349.280775,904.6647143,670.9713532,1146.215523,963.2405446,268.7573764,2681.476053,1614.292722,916.2636934,1233.135372,870.2008327
2037,1220.155394,851.405442,1697.138591,849.7235509,1626.813011,1439.842566,1163.697012,428.0264861,1243.460723,1403.087129,530.7838675,2268.417947,1367.978268,1182.64617,894.1455615,493.1925946
2038,1494.968233,705.0207879,1483.090056,684.7136128,2176.297758,1369.733149,883.0187083,716.6376714,941.1228152,1104.743029,354.7839418,2013.551233,1717.81388,955.6085173,1182.115257,789.8322018
2039,1068.847653,982.7618403,1280.37717,793.3027164,1593.269625,1250.797911,874.6897675,882.0078429,1315.731452,1365.219509,551.3836829,1977.530682,1340.119925,1271.107798,799.7539699,881.7451155
2040,854.9220717,687.7997992,1446.618743,799.4303595,1483.702442,1425.75975,903.4634392,889.8091093,1254.383149,1062.098034,344.3860511,1991.63251,1601.998297,1206.731884,1041.571707,927.5494118
2041,1497.407832,714.2719846,1356.715269,700.0678305,1837.015466,1260.850194,1074.515142,980.8659989,1244.475675,1150.233844,250.011085,1718.986039,1489.362443,1388.806303,892.5963084,552.5453557
2042,1284.75928,773.3106175,1147.576957,746.08033,1572.314054,1371.687629,1133.294002,582.6900929,970.3944966,1048.092037,451.0926984,2114.535199,1494.469032,1065.310584,1017.895646,482.6736463
2043,735.0484712,991.3054822,1333.195772,772.7428246,2220.046229,1411.740093,909.9749111,827.316203,1137.177746,972.7061074,548.5016319,1667.152119,1375.9508,1366.971748,1356.650618,683.5552723
2044,1034.632778,961.9977528,1076.853682,587.6701771,1909.485496,1287.227089,1011.04334,534.9455052,1119.663499,1154.743081,707.6246324,2307.378773,1514.4001,1080.00838,704.028496,1094.613107
2045,1255.262131,961.7452363,1375.802414,691.9000073,1708.87501,1227.518762,883.4053735,948.1001567,989.295356,1554.506174,365.86866,2100.28959,1514.824376,1399.464294,951.8129501,1006.146997
2046,1062.631741,872.2176357,1257.551431,632.6553735,1649.928981,1017.931503,728.2203952,716.0475685,956.0091419,1524.741072,682.1692105,2168.368838,1566.348901,1360.546651,812.4927415,781.5875422
2047,1095.589535,1005.501339,1432.361191,830.8536321,1870.892445,1058.843533,896.7429094,1001.232922,878.5005589,1174.953368,396.1165006,1716.001515,1647.287103,1058.353378,859.6339374,875.36491
2048,934.2708891,849.2540924,1541.129389,724.9300581,2010.24281,1441.825358,1200.464862,998.8031854,1463.291422,1184.693029,222.1962057,1947.433836,1489.159019,918.8074904,688.5515334,887.8091301
2049,1272.985791,781.4397295,1225.366729,536.5405997,1808.38936,1310.581924,915.3607571,749.0941435,1056.753001,1077.872308,302.6393209,1598.26739,1721.73042,1179.987115,1091.851185,744.5544768
2050,1246.287559,1026.681194,975.7050157,1118.769294,1523.971727,1213.560916,768.2270357,780.8607704,957.3200632,1572.616555,343.0773185,1887.726728,1582.741675,882.3835852,750.7088423,648.6708801
2051,761.5697363,767.6875519,1181.89165,718.7783872,1773.961785,1251.503679,763.8042899,621.5279563,1228.860599,949.5041773,276.4421327,2030.980988,1427.379002,939.2522763,597.6495158,798.09168
2052,1106.32151,726.6520145,1207.974127,621.6360303,1708.503082,1053.495062,907.8500732,814.4904822,1245.44334,1325.831275,362.2861653,1935.552002,1324.405431,1229.365276,1234.322724,1164.061018
2053,1035.167225,746.7023244,1427.661809,797.0746038,1483.278803,1192.926464,976.8940743,537.3127405,1172.615692,1119.089951,556.8609762,2145.575419,1569.655685,1085.866026,1325.162339,885.35248
2054,1480.160867,705.6703864,1055.432388,584.0864535,1500.145311,1169.770742,939.5767993,833.6572015,1022.345015,1403.909001,450.5937816,1685.779073,1591.706233,885.9878286,963.0560002,610.531975
2055,886.5649218,826.8987657,1795.371995,741.2239894,1603.012276,1400.401747,1019.212906,605.5803616,1245.594686,978.4642322,453.1612524,1831.967714,1652.038193,1010.154407,1196.361804,871.805318
2056,852.383161,886.4510982,1321.814715,884.0784268,1862.313786,1235.018414,781.0859116,755.0468597,1128.043625,1045.644347,325.3349525,2155.941765,1449.388106,1150.234068,827.3842953,780.0590276
2057,1290.7724,871.9857561,1389.623783,717.1639411,1447.746592,1025.190319,913.4104466,766.3931586,1105.506455,1317.780941,403.9492423,2476.210035,1389.486676,1216.338508,662.7149205,928.1802135
2058,1281.78358,757.9604923,1051.685056,925.5357814,1263.751786,1050.204799,831.9053417,759.4597759,1061.702756,909.6057322,235.1753665,1892.510798,1676.961247,902.4641126,915.3229379,631.21159
2059,1286.806383,788.0462179,1377.655375,947.4788314,1229.631008,1089.316329,750.5922819,868.4743019,1135.793319,1528.203649,217.5601389,1706.886489,1391.832316,1045.253843,1054.833493,711.5118524
2060,1312.839533,672.4291597,1295.339049,710.0851502,1327.318803,1532.809762,1011.914082,537.1058509,906.6286646,1136.20558,343.8938966,1980.376181,1444.976487,1317.046022,743.2254298,853.8036756
2061,1049.880058,1018.799062,1307.358866,966.7738877,2124.197558,1024.629588,783.3135797,880.2705909,1581.24769,1093.932505,526.8403047,2344.038121,1602.175181,1194.763175,1346.97139,822.9690816
2062,941.7049396,625.5462043,1308.035332,770.4762043,2031.026108,1265.660096,569.6006711,956.0346661,1277.14249,1058.503233,319.9518204,1912.13182,1707.257256,1316.427496,812.3009605,564.2095329
2063,1654.224038,787.3989513,975.273662,937.1660251,1560.667585,1173.812085,848.9652682,969.3366313,1010.375574,1245.573591,207.7865569,1957.855847,1669.470766,1630.076471,1097.582018,715.8248762
2064,1376.126505,836.8904009,1212.185871,706.6918666,1872.542317,1326.085065,694.6131471,720.3783189,1074.10592,1184.665487,288.9375469,1529.019863,1546.796097,1448.853433,715.2950592,712.4152545
2065,906.7017325,648.7266054,1480.158004,990.9748481,1815.748653,1342.059439,914.0503665,740.9346408,1192.889431,1151.394666,502.4062801,1841.722379,1614.557735,867.879341,665.1163114,547.2119212
2066,1254.388431,851.52978,1295.271736,739.2481327,2280.601745,1246.096747,968.6225284,775.5056005,1165.418299,1086.472722,333.6714769,1904.583409,1553.141559,846.2872974,1090.818907,546.9751984
2067,927.7266839,900.3478867,1518.399282,659.4557814,1950.072713,1536.269284,792.5231434,645.180986,1210.372414,930.5097225,260.9262175,1986.186976,1704.450983,1294.654864,615.0693822,1190.127749
2068,1217.607311,919.4259435,1323.179717,696.1340478,1766.344763,1099.575597,882.5071534,599.2682862,1095.380166,1307.133056,379.0912423,2277.245104,1546.902618,768.301824,1061.508413,824.0704392
2069,1519.819914,936.1180796,1496.702837,953.9199396,1466.579197,1135.331431,810.2195353,886.8282118,1253.950812,1347.267296,253.2747679,2242.435625,1596.210537,1092.81267,1011.447929,865.6545223
2070,1122.063989,736.1559924,1193.277337,902.5505174,2236.742687,1286.290513,738.2616934,510.6329232,1167.743715,1276.092847,372.097815,1830.76659,1744.525337,830.8647825,1345.127928,873.5533513
2071,840.0464819,1016.168609,1418.361737,909.1115612,1457.261003,1443.838459,1030.736812,544.0046448,1137.919941,1208.619596,437.8712217,2108.455711,1533.41493,938.0440312,432.0450883,735.7565052
2072,1434.270028,791.0764493,1252.401307,604.173061,1604.416913,978.9214844,963.217354,612.4370722,1345.517337,1050.385881,389.7831316,1375.205977,1613.518604,965.1398518,788.3930889,674.4265373
2073,1165.393767,740.3013429,1610.872305,659.7722765,1804.425085,1305.313736,769.5723643,1078.915903,1107.24916,1063.434792,250.2819143,1917.249421,1463.871167,966.2894001,1085.003836,857.2974474
2074,1156.926837,700.4984363,1398.649166,693.0365875,1794.450359,1528.095884,611.5815896,1122.96923,1301.301736,1405.830147,201.1000252,1970.867016,1451.289194,872.9988165,748.4252738,1125.159349
2075,1088.853881,855.2334262,1337.805337,933.9655246,1855.077088,1381.452432,831.141565,706.3151149,1213.034943,1529.293775,373.2696387,2091.894501,1669.665633,983.2748123,758.5763677,744.7385355
2076,1548.89871,783.581624,1170.23045,750.1921367,1808.665211,1275.630183,1017.589295,719.5441442,1217.876452,1437.212124,446.1921552,1770.626359,1431.614515,1042.775952,1011.072869,567.6942702
2077,1028.252479,850.6412942,1509.22542,619.5701177,1943.8311,1196.438292,785.9214305,641.6825192,1215.852351,1053.928578,187.1349353,1606.796644,1704.633029,1226.443845,1305.306519,885.2608739
2078,1062.621054,717.6120157,1400.625382,587.4026233,2148.590898,1266.774926,1064.574291,756.0857788,1150.877282,1242.368287,359.0148529,2097.861652,1582.589901,913.6007908,855.6028489,775.2732103
2079,1608.458113,632.0567914,1287.638358,583.1508752,1351.847538,1513.477735,662.278763,488.2183436,1112.972223,938.1371491,356.0661489,2044.940565,1751.135771,1060.949108,504.4715269,808.1778311
2080,1328.471042,1027.400731,1359.584086,618.9828205,1511.457179,1151.084662,797.4313046,702.1881475,1497.293762,1119.084494,427.543912,1980.276894,1616.987798,1000.941166,1017.805059,894.9713076
2081,1273.446322,687.0116219,1249.781489,742.2997772,1638.931163,1438.322167,989.364077,757.4789729,1342.225177,1370.880248,421.7643316,2136.598507,1541.18067,1656.452285,1044.442194,785.3571125
2082,1452.365367,796.846419,1110.58681,654.7875307,1008.021251,1472.076447,674.631354,992.0752552,1129.123912,1015.697093,460.3980262,2146.595188,1497.897209,1635.666989,794.0486105,671.0061712
2083,1220.486269,843.48059,1191.841941,867.2447181,1657.475794,1359.477769,831.5524468,518.9143317,809.9020429,967.4571872,582.1451156,2217.803749,1602.716154,1213.210296,989.8364789,914.4540208
2084,1156.87622,855.6830176,1282.526605,722.2222249,1134.680695,1240.542002,944.1298385,743.5563528,988.217819,1005.350834,343.7141812,2124.112603,1441.235896,1361.830548,1089.536295,632.4435625
2085,1036.233184,935.3288835,1128.009573,670.0752641,1513.486712,1520.693553,1019.112427,841.0095751,1160.245477,979.1975462,406.1668437,1759.791721,1440.21168,967.8098046,1293.716576,942.7348116
2086,1246.406042,1003.133551,1277.487275,701.668953,1394.705482,1170.157216,1135.811992,961.1239884,944.1597681,2019.140936,472.7647838,2052.814606,1813.638673,1266.010471,1197.183612,754.1526575
2087,1191.568522,512.7618581,1168.779807,878.5770835,1740.236347,1148.169858,765.6213876,809.7198742,1252.841369,1174.608273,349.8164008,1878.474551,1466.058591,1275.688204,1542.656821,899.8090325
2088,1518.482368,1027.1069,1760.123026,749.1065602,1148.465834,1304.190978,802.0374016,785.1634703,1050.931704,1055.333696,358.0376186,1938.750678,1636.873421,1236.256597,1052.331529,612.7044843
2089,1184.856971,898.6510168,1427.509774,696.3015149,1111.985828,1465.081955,835.7736018,512.3190595,1141.90114,1227.375606,340.4414316,1973.974054,1506.600071,917.8743999,894.9457562,986.7209536
2090,1333.856617,749.9360679,892.8208459,691.3184518,2017.903841,1288.085191,978.4178266,1018.094373,1259.47632,845.0276946,494.2446824,1941.06489,1590.991866,1179.37065,892.6227369,815.7796622
2091,827.6009875,823.4497283,1557.536708,824.2937732,1402.427004,1262.748861,683.3252202,894.2323606,1071.565687,932.9125374,374.2077981,2004.611936,1389.087552,1175.891057,923.203466,683.5805186
2092,1219.570605,1019.169799,1511.088135,638.9624936,1247.673192,1459.024991,813.8030058,786.75225,1050.153287,681.2697728,427.6146531,1709.33278,1600.245837,839.0061572,1624.954477,952.601369
2093,1104.728743,863.6032451,1290.980617,616.2019863,1981.351521,1181.328513,1229.326075,776.6218498,952.9627722,1359.098985,611.4389739,1686.720188,1609.286772,1123.243388,748.0214642,881.9163557
2094,1321.959179,765.3940191,1686.536841,938.7234627,1440.536869,1391.614256,950.916768,773.35075,1255.260008,1838.592497,355.7906881,1992.895684,1816.385932,921.9935552,751.0670174,951.0255992
2095,1337.186273,1079.338546,1155.109792,632.664949,1986.658716,1371.492769,851.1700208,661.4170359,1047.170597,1039.340776,395.1746901,1768.697239,1453.819905,1103.172096,811.0997795,804.5471253
2096,1125.480947,809.0240527,1545.023738,983.5657303,2025.859098,1293.104115,791.2767978,1113.298672,815.4232305,1175.509557,441.1836118,2073.489477,1361.171486,1597.053001,1195.393164,651.4691009
2097,1357.676741,968.4443801,1175.705825,659.7151388,1301.600995,1298.132356,1006.225205,747.6484118,1231.632829,1376.233995,480.4581821,1968.203468,1850.304072,1091.526435,1143.723864,656.3295845
2098,1619.805365,907.7710924,1160.127368,868.2563254,1811.93962,1459.06871,929.9081497,604.6862481,1153.935335,1495.296771,336.4915903,2221.153247,1510.098796,994.5066623,699.7301371,892.0621655
2099,1424.721065,663.9575937,1239.685124,732.9906976,1463.448727,1335.180926,867.9339935,905.8487187,1205.398373,990.3051406,323.0572337,1836.967678,1280.998621,1272.143278,940.5105348,804.2170112
